Eval_AverageReturn,Eval_StdReturn,Eval_MaxReturn,Eval_MinReturn,Eval_AverageEpLen,step,Train_EpisodeReturn,Train_EpisodeLen,critic_loss,q_values,target_values,grad_norm,epsilon,lr
,,,,,129000,,,10.006346702575684,34.9107780456543,36.19287109375,464.1363220214844,0.7751875,9.072906250000001e-05
,,,,,129209,270.0,2162,,,,,,
297.0,87.06894,430.0,240.0,1916.4,130000,,,10.826650619506836,36.13711166381836,36.98054504394531,212.68234252929688,0.7731250000000001,9.062489583333333e-05
,,,,,130207,790.0,3994,,,,,,
,,,,,130697,310.0,1986,,,,,,
,,,,,131000,,,2.867302179336548,34.24247741699219,34.074485778808594,153.89208984375,0.7710625,9.052072916666667e-05
,,,,,131247,270.0,2202,,,,,,
,,,,,132000,,,5.546207427978516,34.179786682128906,34.46561813354492,235.1995391845703,0.769,9.04165625e-05
,,,,,132042,460.0,3186,,,,,,
,,,,,132540,300.0,2018,,,,,,
,,,,,132919,220.0,1522,,,,,,
,,,,,133000,,,7.118153095245361,35.27210998535156,35.64516067504883,220.921875,0.7669375,9.031239583333334e-05
,,,,,133421,270.0,2034,,,,,,
,,,,,133902,240.0,1930,,,,,,
,,,,,134000,,,14.533920288085938,44.2581901550293,45.71504211425781,1071.783203125,0.764875,9.020822916666667e-05
,,,,,134435,260.0,2138,,,,,,
,,,,,134910,330.0,1906,,,,,,
,,,,,135000,,,15.01290512084961,45.912418365478516,45.05358123779297,358.9091491699219,0.7628125,9.010406250000001e-05
,,,,,135338,280.0,1738,,,,,,
,,,,,135986,630.0,2610,,,,,,
,,,,,136000,,,181.15281677246094,41.493343353271484,43.02204895019531,656.0333862304688,0.76075,8.999989583333334e-05
,,,,,136492,140.0,2026,,,,,,
,,,,,136945,190.0,1834,,,,,,
,,,,,137000,,,9.789134979248047,49.318199157714844,48.19736099243164,438.5436096191406,0.7586875,8.989572916666668e-05
,,,,,137457,300.0,2058,,,,,,
,,,,,137850,150.0,1594,,,,,,
,,,,,138000,,,4.709040641784668,40.02809524536133,39.71672439575195,211.62550354003906,0.756625,8.979156250000001e-05
,,,,,138284,290.0,1738,,,,,,
,,,,,139000,,,10.337992668151855,42.370147705078125,42.13100814819336,375.5902099609375,0.7545625,8.968739583333334e-05
,,,,,139098,720.0,3266,,,,,,
,,,,,139526,180.0,1730,,,,,,
,,,,,139978,210.0,1818,,,,,,
418.0,166.42116,730.0,190.0,1827.6,140000,,,9.659567832946777,49.952606201171875,50.724769592285156,369.7616271972656,0.7525,8.958322916666667e-05
,,,,,140498,300.0,2082,,,,,,
,,,,,141000,,,6.116201877593994,44.345245361328125,43.073875427246094,366.0820617675781,0.7504375,8.94790625e-05
