Eval_AverageReturn,Eval_StdReturn,Eval_MaxReturn,Eval_MinReturn,Eval_AverageEpLen,step,Train_EpisodeReturn,Train_EpisodeLen,actor_loss,entropy,critic_loss,q_values,target_values,actor_lr,critic_lr,temperature
,,,,,3799,9.492953,27,,,,,,,,
,,,,,3824,27.041992,25,,,,,,,,
,,,,,3846,20.676792,22,,,,,,,,
,,,,,3866,9.6547165,20,,,,,,,,
,,,,,3896,30.412914,30,,,,,,,,
,,,,,3911,12.823867,15,,,,,,,,
,,,,,3941,24.604042,30,,,,,,,,
,,,,,3953,7.926459,12,,,,,,,,
,,,,,3970,6.398172,17,,,,,,,,
,,,,,3984,10.590202,14,,,,,,,,
,,,,,4038,67.133736,54,,,,,,,,
,,,,,4098,88.54691,60,,,,,,,,
,,,,,4107,5.9284077,9,,,,,,,,
,,,,,4124,13.583179,17,,,,,,,,
,,,,,4143,9.794514,19,,,,,,,,
,,,,,4166,19.750574,23,,,,,,,,
,,,,,4181,13.161156,15,,,,,,,,
,,,,,4204,7.1001005,23,,,,,,,,
,,,,,4236,38.820183,32,,,,,,,,
,,,,,4246,8.296633,10,,,,,,,,
,,,,,4262,7.7539806,16,,,,,,,,
,,,,,4279,14.009463,17,,,,,,,,
,,,,,4293,5.5666404,14,,,,,,,,
,,,,,4303,7.279812,10,,,,,,,,
,,,,,4361,59.507496,58,,,,,,,,
,,,,,4377,11.420857,16,,,,,,,,
,,,,,4389,8.13503,12,,,,,,,,
,,,,,4409,18.444649,20,,,,,,,,
,,,,,4431,27.30382,22,,,,,,,,
,,,,,4453,19.975794,22,,,,,,,,
,,,,,4472,17.048449,19,,,,,,,,
,,,,,4490,12.512204,18,,,,,,,,
,,,,,4518,10.277662,28,,,,,,,,
,,,,,4536,19.971836,18,,,,,,,,
,,,,,4560,21.02722,24,,,,,,,,
,,,,,4582,25.091522,22,,,,,,,,
,,,,,4591,7.2792797,9,,,,,,,,
,,,,,4647,50.186462,56,,,,,,,,
,,,,,4662,13.813192,15,,,,,,,,
,,,,,4680,10.869063,18,,,,,,,,
,,,,,4695,13.324309,15,,,,,,,,
,,,,,4739,68.9331,44,,,,,,,,
,,,,,4755,15.618003,16,,,,,,,,
,,,,,4786,39.943127,31,,,,,,,,
,,,,,4797,7.512607,11,,,,,,,,
,,,,,4806,6.3108416,9,,,,,,,,
,,,,,4825,9.731123,19,,,,,,,,
,,,,,4859,38.354774,34,,,,,,,,
,,,,,4880,10.85234,21,,,,,,,,
,,,,,4900,15.940111,20,,,,,,,,
,,,,,4916,14.212324,16,,,,,,,,
,,,,,4936,10.45606,20,,,,,,,,
