Eval_AverageReturn,Eval_StdReturn,Eval_MaxReturn,Eval_MinReturn,Eval_AverageEpLen,step,Train_EpisodeReturn,Train_EpisodeLen,critic_loss,q_values,target_values,actor_lr,critic_lr,temperature
,,,,,9478,7.0,7,,,,,,
,,,,,9481,3.0,3,,,,,,
,,,,,9486,5.0,5,,,,,,
,,,,,9494,8.0,8,,,,,,
,,,,,9509,15.0,15,,,,,,
,,,,,9523,14.0,14,,,,,,
,,,,,9526,3.0,3,,,,,,
,,,,,9532,6.0,6,,,,,,
,,,,,9540,8.0,8,,,,,,
,,,,,9544,4.0,4,,,,,,
,,,,,9550,6.0,6,,,,,,
,,,,,9553,3.0,3,,,,,,
,,,,,9557,4.0,4,,,,,,
,,,,,9560,3.0,3,,,,,,
,,,,,9564,4.0,4,,,,,,
,,,,,9571,7.0,7,,,,,,
,,,,,9576,5.0,5,,,,,,
,,,,,9579,3.0,3,,,,,,
,,,,,9585,6.0,6,,,,,,
,,,,,9591,6.0,6,,,,,,
,,,,,9598,7.0,7,,,,,,
,,,,,9601,3.0,3,,,,,,
,,,,,9613,12.0,12,,,,,,
,,,,,9623,10.0,10,,,,,,
,,,,,9641,18.0,18,,,,,,
,,,,,9648,7.0,7,,,,,,
,,,,,9661,13.0,13,,,,,,
,,,,,9664,3.0,3,,,,,,
,,,,,9675,11.0,11,,,,,,
,,,,,9682,7.0,7,,,,,,
,,,,,9688,6.0,6,,,,,,
,,,,,9691,3.0,3,,,,,,
,,,,,9697,6.0,6,,,,,,
,,,,,9701,4.0,4,,,,,,
,,,,,9705,4.0,4,,,,,,
,,,,,9712,7.0,7,,,,,,
,,,,,9722,10.0,10,,,,,,
,,,,,9729,7.0,7,,,,,,
,,,,,9746,17.0,17,,,,,,
,,,,,9754,8.0,8,,,,,,
,,,,,9760,6.0,6,,,,,,
,,,,,9771,11.0,11,,,,,,
,,,,,9779,8.0,8,,,,,,
,,,,,9785,6.0,6,,,,,,
,,,,,9791,6.0,6,,,,,,
,,,,,9798,7.0,7,,,,,,
,,,,,9807,9.0,9,,,,,,
,,,,,9816,9.0,9,,,,,,
,,,,,9819,3.0,3,,,,,,
,,,,,9822,3.0,3,,,,,,
,,,,,9826,4.0,4,,,,,,
,,,,,9832,6.0,6,,,,,,
,,,,,9837,5.0,5,,,,,,
,,,,,9842,5.0,5,,,,,,
,,,,,9845,3.0,3,,,,,,
,,,,,9856,11.0,11,,,,,,
,,,,,9877,21.0,21,,,,,,
,,,,,9887,10.0,10,,,,,,
,,,,,9890,3.0,3,,,,,,
,,,,,9907,17.0,17,,,,,,
,,,,,9921,14.0,14,,,,,,
,,,,,9935,14.0,14,,,,,,
,,,,,9943,8.0,8,,,,,,
,,,,,9947,4.0,4,,,,,,
,,,,,9953,6.0,6,,,,,,
,,,,,9960,7.0,7,,,,,,
,,,,,9967,7.0,7,,,,,,
,,,,,9974,7.0,7,,,,,,
,,,,,9980,6.0,6,,,,,,
,,,,,9985,5.0,5,,,,,,
,,,,,9988,3.0,3,,,,,,
,,,,,9991,3.0,3,,,,,,
,,,,,9995,4.0,4,,,,,,
10.1,7.408778,25.0,3.0,10.1,10000,,,2.4173922538757324,5.0390472412109375,5.142716407775879,0.0003,0.0003,0.1
,,,,,10002,7.0,7,,,,,,
,,,,,10011,9.0,9,,,,,,
,,,,,10014,3.0,3,,,,,,
,,,,,10017,3.0,3,,,,,,
,,,,,10021,4.0,4,,,,,,
,,,,,10025,4.0,4,,,,,,
,,,,,10029,4.0,4,,,,,,
,,,,,10043,14.0,14,,,,,,
,,,,,10047,4.0,4,,,,,,
,,,,,10052,5.0,5,,,,,,
,,,,,10055,3.0,3,,,,,,
,,,,,10069,14.0,14,,,,,,
,,,,,10076,7.0,7,,,,,,
,,,,,10079,3.0,3,,,,,,
,,,,,10100,21.0,21,,,,,,
,,,,,10103,3.0,3,,,,,,
,,,,,10111,8.0,8,,,,,,
,,,,,10114,3.0,3,,,,,,
,,,,,10124,10.0,10,,,,,,
,,,,,10128,4.0,4,,,,,,
,,,,,10136,8.0,8,,,,,,
,,,,,10139,3.0,3,,,,,,
,,,,,10143,4.0,4,,,,,,
,,,,,10147,4.0,4,,,,,,
,,,,,10151,4.0,4,,,,,,
,,,,,10161,10.0,10,,,,,,
,,,,,10167,6.0,6,,,,,,
,,,,,10172,5.0,5,,,,,,
,,,,,10182,10.0,10,,,,,,
,,,,,10190,8.0,8,,,,,,
,,,,,10200,10.0,10,,,,,,
,,,,,10203,3.0,3,,,,,,
,,,,,10211,8.0,8,,,,,,
,,,,,10215,4.0,4,,,,,,
,,,,,10219,4.0,4,,,,,,
,,,,,10226,7.0,7,,,,,,
,,,,,10236,10.0,10,,,,,,
,,,,,10240,4.0,4,,,,,,
,,,,,10244,4.0,4,,,,,,
,,,,,10257,13.0,13,,,,,,
,,,,,10262,5.0,5,,,,,,
,,,,,10265,3.0,3,,,,,,
,,,,,10268,3.0,3,,,,,,
,,,,,10274,6.0,6,,,,,,
,,,,,10281,7.0,7,,,,,,
,,,,,10286,5.0,5,,,,,,
,,,,,10290,4.0,4,,,,,,
,,,,,10294,4.0,4,,,,,,
,,,,,10299,5.0,5,,,,,,
,,,,,10302,3.0,3,,,,,,
,,,,,10305,3.0,3,,,,,,
,,,,,10327,22.0,22,,,,,,
,,,,,10330,3.0,3,,,,,,
,,,,,10334,4.0,4,,,,,,
,,,,,10345,11.0,11,,,,,,
,,,,,10350,5.0,5,,,,,,
,,,,,10356,6.0,6,,,,,,
,,,,,10360,4.0,4,,,,,,
,,,,,10379,19.0,19,,,,,,
,,,,,10386,7.0,7,,,,,,
,,,,,10395,9.0,9,,,,,,
,,,,,10412,17.0,17,,,,,,
,,,,,10416,4.0,4,,,,,,
,,,,,10424,8.0,8,,,,,,
,,,,,10427,3.0,3,,,,,,
,,,,,10433,6.0,6,,,,,,
,,,,,10438,5.0,5,,,,,,
,,,,,10446,8.0,8,,,,,,
,,,,,10450,4.0,4,,,,,,
,,,,,10459,9.0,9,,,,,,
,,,,,10466,7.0,7,,,,,,
,,,,,10475,9.0,9,,,,,,
,,,,,10481,6.0,6,,,,,,
,,,,,10496,15.0,15,,,,,,
,,,,,10507,11.0,11,,,,,,
,,,,,10513,6.0,6,,,,,,
,,,,,10520,7.0,7,,,,,,
,,,,,10526,6.0,6,,,,,,
,,,,,10530,4.0,4,,,,,,
,,,,,10536,6.0,6,,,,,,
,,,,,10539,3.0,3,,,,,,
,,,,,10543,4.0,4,,,,,,
,,,,,10546,3.0,3,,,,,,
,,,,,10552,6.0,6,,,,,,
,,,,,10563,11.0,11,,,,,,
,,,,,10569,6.0,6,,,,,,
,,,,,10572,3.0,3,,,,,,
,,,,,10575,3.0,3,,,,,,
,,,,,10578,3.0,3,,,,,,
,,,,,10582,4.0,4,,,,,,
,,,,,10588,6.0,6,,,,,,
,,,,,10591,3.0,3,,,,,,
,,,,,10594,3.0,3,,,,,,
,,,,,10605,11.0,11,,,,,,
,,,,,10608,3.0,3,,,,,,
,,,,,10622,14.0,14,,,,,,
,,,,,10628,6.0,6,,,,,,
,,,,,10633,5.0,5,,,,,,
,,,,,10644,11.0,11,,,,,,
,,,,,10647,3.0,3,,,,,,
,,,,,10651,4.0,4,,,,,,
,,,,,10655,4.0,4,,,,,,
,,,,,10662,7.0,7,,,,,,
,,,,,10670,8.0,8,,,,,,
,,,,,10673,3.0,3,,,,,,
,,,,,10689,16.0,16,,,,,,
,,,,,10707,18.0,18,,,,,,
,,,,,10711,4.0,4,,,,,,
,,,,,10714,3.0,3,,,,,,
,,,,,10720,6.0,6,,,,,,
,,,,,10723,3.0,3,,,,,,
,,,,,10731,8.0,8,,,,,,
,,,,,10734,3.0,3,,,,,,
,,,,,10738,4.0,4,,,,,,
,,,,,10741,3.0,3,,,,,,
,,,,,10746,5.0,5,,,,,,
,,,,,10754,8.0,8,,,,,,
,,,,,10767,13.0,13,,,,,,
,,,,,10772,5.0,5,,,,,,
,,,,,10776,4.0,4,,,,,,
,,,,,10780,4.0,4,,,,,,
,,,,,10784,4.0,4,,,,,,
,,,,,10791,7.0,7,,,,,,
,,,,,10811,20.0,20,,,,,,
,,,,,10825,14.0,14,,,,,,
,,,,,10829,4.0,4,,,,,,
,,,,,10837,8.0,8,,,,,,
,,,,,10844,7.0,7,,,,,,
,,,,,10854,10.0,10,,,,,,
,,,,,10872,18.0,18,,,,,,
,,,,,10875,3.0,3,,,,,,
,,,,,10884,9.0,9,,,,,,
,,,,,10900,16.0,16,,,,,,
,,,,,10905,5.0,5,,,,,,
,,,,,10908,3.0,3,,,,,,
,,,,,10911,3.0,3,,,,,,
,,,,,10917,6.0,6,,,,,,
,,,,,10935,18.0,18,,,,,,
,,,,,10940,5.0,5,,,,,,
,,,,,10949,9.0,9,,,,,,
,,,,,10955,6.0,6,,,,,,
,,,,,10966,11.0,11,,,,,,
,,,,,10973,7.0,7,,,,,,
,,,,,10984,11.0,11,,,,,,
,,,,,10989,5.0,5,,,,,,
,,,,,10993,4.0,4,,,,,,
,,,,,10998,5.0,5,,,,,,
,,,,,11000,,,2.062701940536499,5.396244049072266,5.581296443939209,0.0003,0.0003,0.1
,,,,,11002,4.0,4,,,,,,
,,,,,11011,9.0,9,,,,,,
,,,,,11017,6.0,6,,,,,,
,,,,,11026,9.0,9,,,,,,
,,,,,11044,18.0,18,,,,,,
,,,,,11052,8.0,8,,,,,,
,,,,,11062,10.0,10,,,,,,
,,,,,11066,4.0,4,,,,,,
,,,,,11071,5.0,5,,,,,,
,,,,,11088,17.0,17,,,,,,
,,,,,11092,4.0,4,,,,,,
,,,,,11098,6.0,6,,,,,,
,,,,,11120,22.0,22,,,,,,
,,,,,11125,5.0,5,,,,,,
,,,,,11130,5.0,5,,,,,,
,,,,,11134,4.0,4,,,,,,
,,,,,11139,5.0,5,,,,,,
,,,,,11145,6.0,6,,,,,,
,,,,,11149,4.0,4,,,,,,
,,,,,11153,4.0,4,,,,,,
,,,,,11156,3.0,3,,,,,,
,,,,,11163,7.0,7,,,,,,
,,,,,11176,13.0,13,,,,,,
,,,,,11181,5.0,5,,,,,,
,,,,,11192,11.0,11,,,,,,
,,,,,11202,10.0,10,,,,,,
,,,,,11208,6.0,6,,,,,,
,,,,,11214,6.0,6,,,,,,
,,,,,11218,4.0,4,,,,,,
,,,,,11221,3.0,3,,,,,,
,,,,,11229,8.0,8,,,,,,
,,,,,11242,13.0,13,,,,,,
,,,,,11250,8.0,8,,,,,,
,,,,,11256,6.0,6,,,,,,
,,,,,11262,6.0,6,,,,,,
,,,,,11265,3.0,3,,,,,,
,,,,,11271,6.0,6,,,,,,
,,,,,11275,4.0,4,,,,,,
,,,,,11286,11.0,11,,,,,,
,,,,,11293,7.0,7,,,,,,
,,,,,11299,6.0,6,,,,,,
,,,,,11303,4.0,4,,,,,,
,,,,,11307,4.0,4,,,,,,
,,,,,11310,3.0,3,,,,,,
,,,,,11314,4.0,4,,,,,,
,,,,,11319,5.0,5,,,,,,
,,,,,11325,6.0,6,,,,,,
,,,,,11328,3.0,3,,,,,,
,,,,,11336,8.0,8,,,,,,
,,,,,11341,5.0,5,,,,,,
,,,,,11357,16.0,16,,,,,,
,,,,,11360,3.0,3,,,,,,
,,,,,11373,13.0,13,,,,,,
,,,,,11383,10.0,10,,,,,,
,,,,,11391,8.0,8,,,,,,
,,,,,11394,3.0,3,,,,,,
,,,,,11397,3.0,3,,,,,,
,,,,,11413,16.0,16,,,,,,
,,,,,11418,5.0,5,,,,,,
,,,,,11422,4.0,4,,,,,,
,,,,,11429,7.0,7,,,,,,
,,,,,11433,4.0,4,,,,,,
,,,,,11438,5.0,5,,,,,,
,,,,,11455,17.0,17,,,,,,
,,,,,11465,10.0,10,,,,,,
,,,,,11472,7.0,7,,,,,,
,,,,,11494,22.0,22,,,,,,
,,,,,11502,8.0,8,,,,,,
,,,,,11508,6.0,6,,,,,,
,,,,,11512,4.0,4,,,,,,
,,,,,11526,14.0,14,,,,,,
,,,,,11539,13.0,13,,,,,,
,,,,,11545,6.0,6,,,,,,
,,,,,11549,4.0,4,,,,,,
,,,,,11555,6.0,6,,,,,,
,,,,,11562,7.0,7,,,,,,
,,,,,11572,10.0,10,,,,,,
,,,,,11587,15.0,15,,,,,,
,,,,,11591,4.0,4,,,,,,
,,,,,11596,5.0,5,,,,,,
,,,,,11600,4.0,4,,,,,,
,,,,,11610,10.0,10,,,,,,
,,,,,11614,4.0,4,,,,,,
,,,,,11617,3.0,3,,,,,,
,,,,,11621,4.0,4,,,,,,
,,,,,11626,5.0,5,,,,,,
,,,,,11630,4.0,4,,,,,,
,,,,,11633,3.0,3,,,,,,
,,,,,11636,3.0,3,,,,,,
,,,,,11643,7.0,7,,,,,,
,,,,,11648,5.0,5,,,,,,
,,,,,11655,7.0,7,,,,,,
,,,,,11664,9.0,9,,,,,,
,,,,,11667,3.0,3,,,,,,
,,,,,11675,8.0,8,,,,,,
,,,,,11680,5.0,5,,,,,,
,,,,,11691,11.0,11,,,,,,
,,,,,11708,17.0,17,,,,,,
,,,,,11720,12.0,12,,,,,,
,,,,,11731,11.0,11,,,,,,
,,,,,11734,3.0,3,,,,,,
,,,,,11741,7.0,7,,,,,,
,,,,,11746,5.0,5,,,,,,
,,,,,11752,6.0,6,,,,,,
,,,,,11755,3.0,3,,,,,,
,,,,,11775,20.0,20,,,,,,
,,,,,11788,13.0,13,,,,,,
,,,,,11791,3.0,3,,,,,,
,,,,,11797,6.0,6,,,,,,
,,,,,11800,3.0,3,,,,,,
,,,,,11806,6.0,6,,,,,,
,,,,,11809,3.0,3,,,,,,
,,,,,11816,7.0,7,,,,,,
,,,,,11823,7.0,7,,,,,,
,,,,,11827,4.0,4,,,,,,
,,,,,11836,9.0,9,,,,,,
,,,,,11852,16.0,16,,,,,,
,,,,,11856,4.0,4,,,,,,
,,,,,11863,7.0,7,,,,,,
,,,,,11869,6.0,6,,,,,,
,,,,,11877,8.0,8,,,,,,
,,,,,11882,5.0,5,,,,,,
,,,,,11888,6.0,6,,,,,,
,,,,,11892,4.0,4,,,,,,
,,,,,11901,9.0,9,,,,,,
,,,,,11905,4.0,4,,,,,,
,,,,,11912,7.0,7,,,,,,
,,,,,11919,7.0,7,,,,,,
,,,,,11924,5.0,5,,,,,,
,,,,,11929,5.0,5,,,,,,
,,,,,11941,12.0,12,,,,,,
,,,,,11950,9.0,9,,,,,,
,,,,,11955,5.0,5,,,,,,
,,,,,11971,16.0,16,,,,,,
,,,,,11974,3.0,3,,,,,,
,,,,,11987,13.0,13,,,,,,
,,,,,11992,5.0,5,,,,,,
,,,,,11995,3.0,3,,,,,,
,,,,,12000,,,1.9269099235534668,5.0000152587890625,5.028473854064941,0.0003,0.0003,0.1
,,,,,12001,6.0,6,,,,,,
,,,,,12004,3.0,3,,,,,,
,,,,,12007,3.0,3,,,,,,
,,,,,12014,7.0,7,,,,,,
,,,,,12027,13.0,13,,,,,,
,,,,,12038,11.0,11,,,,,,
,,,,,12049,11.0,11,,,,,,
,,,,,12056,7.0,7,,,,,,
,,,,,12065,9.0,9,,,,,,
,,,,,12069,4.0,4,,,,,,
,,,,,12073,4.0,4,,,,,,
,,,,,12089,16.0,16,,,,,,
,,,,,12101,12.0,12,,,,,,
,,,,,12105,4.0,4,,,,,,
,,,,,12109,4.0,4,,,,,,
,,,,,12118,9.0,9,,,,,,
,,,,,12121,3.0,3,,,,,,
,,,,,12126,5.0,5,,,,,,
,,,,,12132,6.0,6,,,,,,
,,,,,12136,4.0,4,,,,,,
,,,,,12140,4.0,4,,,,,,
,,,,,12150,10.0,10,,,,,,
,,,,,12157,7.0,7,,,,,,
,,,,,12175,18.0,18,,,,,,
,,,,,12183,8.0,8,,,,,,
,,,,,12186,3.0,3,,,,,,
,,,,,12190,4.0,4,,,,,,
,,,,,12194,4.0,4,,,,,,
,,,,,12198,4.0,4,,,,,,
,,,,,12203,5.0,5,,,,,,
,,,,,12208,5.0,5,,,,,,
,,,,,12220,12.0,12,,,,,,
,,,,,12226,6.0,6,,,,,,
,,,,,12232,6.0,6,,,,,,
,,,,,12242,10.0,10,,,,,,
,,,,,12252,10.0,10,,,,,,
,,,,,12273,21.0,21,,,,,,
,,,,,12281,8.0,8,,,,,,
,,,,,12287,6.0,6,,,,,,
,,,,,12293,6.0,6,,,,,,
,,,,,12303,10.0,10,,,,,,
,,,,,12309,6.0,6,,,,,,
,,,,,12313,4.0,4,,,,,,
,,,,,12317,4.0,4,,,,,,
,,,,,12320,3.0,3,,,,,,
,,,,,12323,3.0,3,,,,,,
,,,,,12351,28.0,28,,,,,,
,,,,,12359,8.0,8,,,,,,
,,,,,12364,5.0,5,,,,,,
,,,,,12371,7.0,7,,,,,,
,,,,,12374,3.0,3,,,,,,
,,,,,12378,4.0,4,,,,,,
,,,,,12383,5.0,5,,,,,,
,,,,,12386,3.0,3,,,,,,
,,,,,12390,4.0,4,,,,,,
,,,,,12405,15.0,15,,,,,,
,,,,,12418,13.0,13,,,,,,
,,,,,12429,11.0,11,,,,,,
,,,,,12435,6.0,6,,,,,,
,,,,,12439,4.0,4,,,,,,
,,,,,12445,6.0,6,,,,,,
,,,,,12463,18.0,18,,,,,,
,,,,,12468,5.0,5,,,,,,
,,,,,12471,3.0,3,,,,,,
,,,,,12477,6.0,6,,,,,,
,,,,,12484,7.0,7,,,,,,
,,,,,12489,5.0,5,,,,,,
,,,,,12494,5.0,5,,,,,,
,,,,,12499,5.0,5,,,,,,
,,,,,12517,18.0,18,,,,,,
,,,,,12521,4.0,4,,,,,,
,,,,,12527,6.0,6,,,,,,
,,,,,12535,8.0,8,,,,,,
,,,,,12545,10.0,10,,,,,,
,,,,,12549,4.0,4,,,,,,
,,,,,12555,6.0,6,,,,,,
,,,,,12560,5.0,5,,,,,,
,,,,,12563,3.0,3,,,,,,
,,,,,12567,4.0,4,,,,,,
,,,,,12578,11.0,11,,,,,,
,,,,,12588,10.0,10,,,,,,
,,,,,12593,5.0,5,,,,,,
,,,,,12597,4.0,4,,,,,,
,,,,,12603,6.0,6,,,,,,
,,,,,12612,9.0,9,,,,,,
,,,,,12616,4.0,4,,,,,,
,,,,,12620,4.0,4,,,,,,
,,,,,12631,11.0,11,,,,,,
,,,,,12640,9.0,9,,,,,,
,,,,,12646,6.0,6,,,,,,
,,,,,12653,7.0,7,,,,,,
,,,,,12658,5.0,5,,,,,,
,,,,,12674,16.0,16,,,,,,
,,,,,12678,4.0,4,,,,,,
,,,,,12684,6.0,6,,,,,,
,,,,,12692,8.0,8,,,,,,
,,,,,12696,4.0,4,,,,,,
,,,,,12700,4.0,4,,,,,,
,,,,,12704,4.0,4,,,,,,
,,,,,12713,9.0,9,,,,,,
,,,,,12721,8.0,8,,,,,,
,,,,,12727,6.0,6,,,,,,
,,,,,12737,10.0,10,,,,,,
,,,,,12747,10.0,10,,,,,,
,,,,,12751,4.0,4,,,,,,
,,,,,12754,3.0,3,,,,,,
,,,,,12762,8.0,8,,,,,,
,,,,,12766,4.0,4,,,,,,
,,,,,12769,3.0,3,,,,,,
,,,,,12774,5.0,5,,,,,,
,,,,,12781,7.0,7,,,,,,
,,,,,12785,4.0,4,,,,,,
,,,,,12807,22.0,22,,,,,,
,,,,,12812,5.0,5,,,,,,
,,,,,12821,9.0,9,,,,,,
,,,,,12824,3.0,3,,,,,,
,,,,,12829,5.0,5,,,,,,
,,,,,12835,6.0,6,,,,,,
,,,,,12838,3.0,3,,,,,,
,,,,,12846,8.0,8,,,,,,
,,,,,12850,4.0,4,,,,,,
,,,,,12853,3.0,3,,,,,,
,,,,,12856,3.0,3,,,,,,
,,,,,12861,5.0,5,,,,,,
,,,,,12864,3.0,3,,,,,,
,,,,,12870,6.0,6,,,,,,
,,,,,12883,13.0,13,,,,,,
,,,,,12887,4.0,4,,,,,,
,,,,,12897,10.0,10,,,,,,
,,,,,12900,3.0,3,,,,,,
,,,,,12903,3.0,3,,,,,,
,,,,,12909,6.0,6,,,,,,
,,,,,12913,4.0,4,,,,,,
,,,,,12924,11.0,11,,,,,,
,,,,,12929,5.0,5,,,,,,
,,,,,12934,5.0,5,,,,,,
,,,,,12938,4.0,4,,,,,,
,,,,,12941,3.0,3,,,,,,
,,,,,12946,5.0,5,,,,,,
,,,,,12952,6.0,6,,,,,,
,,,,,12958,6.0,6,,,,,,
,,,,,12969,11.0,11,,,,,,
,,,,,12975,6.0,6,,,,,,
,,,,,12983,8.0,8,,,,,,
,,,,,12995,12.0,12,,,,,,
,,,,,13000,,,1.8511829376220703,5.098629474639893,5.115307807922363,0.0003,0.0003,0.1
,,,,,13004,9.0,9,,,,,,
,,,,,13014,10.0,10,,,,,,
,,,,,13024,10.0,10,,,,,,
,,,,,13028,4.0,4,,,,,,
,,,,,13034,6.0,6,,,,,,
,,,,,13037,3.0,3,,,,,,
,,,,,13041,4.0,4,,,,,,
,,,,,13052,11.0,11,,,,,,
,,,,,13059,7.0,7,,,,,,
,,,,,13072,13.0,13,,,,,,
,,,,,13079,7.0,7,,,,,,
,,,,,13082,3.0,3,,,,,,
,,,,,13093,11.0,11,,,,,,
,,,,,13107,14.0,14,,,,,,
,,,,,13110,3.0,3,,,,,,
,,,,,13123,13.0,13,,,,,,
,,,,,13133,10.0,10,,,,,,
,,,,,13136,3.0,3,,,,,,
,,,,,13139,3.0,3,,,,,,
,,,,,13143,4.0,4,,,,,,
,,,,,13147,4.0,4,,,,,,
,,,,,13164,17.0,17,,,,,,
,,,,,13177,13.0,13,,,,,,
,,,,,13195,18.0,18,,,,,,
,,,,,13198,3.0,3,,,,,,
,,,,,13204,6.0,6,,,,,,
,,,,,13211,7.0,7,,,,,,
,,,,,13214,3.0,3,,,,,,
,,,,,13222,8.0,8,,,,,,
,,,,,13229,7.0,7,,,,,,
,,,,,13233,4.0,4,,,,,,
,,,,,13237,4.0,4,,,,,,
,,,,,13248,11.0,11,,,,,,
,,,,,13256,8.0,8,,,,,,
,,,,,13272,16.0,16,,,,,,
,,,,,13280,8.0,8,,,,,,
,,,,,13287,7.0,7,,,,,,
,,,,,13293,6.0,6,,,,,,
,,,,,13306,13.0,13,,,,,,
,,,,,13326,20.0,20,,,,,,
,,,,,13330,4.0,4,,,,,,
,,,,,13334,4.0,4,,,,,,
,,,,,13337,3.0,3,,,,,,
,,,,,13350,13.0,13,,,,,,
,,,,,13354,4.0,4,,,,,,
,,,,,13359,5.0,5,,,,,,
,,,,,13362,3.0,3,,,,,,
,,,,,13369,7.0,7,,,,,,
,,,,,13374,5.0,5,,,,,,
,,,,,13377,3.0,3,,,,,,
,,,,,13385,8.0,8,,,,,,
,,,,,13396,11.0,11,,,,,,
,,,,,13406,10.0,10,,,,,,
,,,,,13416,10.0,10,,,,,,
,,,,,13425,9.0,9,,,,,,
,,,,,13436,11.0,11,,,,,,
,,,,,13441,5.0,5,,,,,,
,,,,,13446,5.0,5,,,,,,
,,,,,13458,12.0,12,,,,,,
,,,,,13465,7.0,7,,,,,,
,,,,,13469,4.0,4,,,,,,
,,,,,13475,6.0,6,,,,,,
,,,,,13479,4.0,4,,,,,,
,,,,,13482,3.0,3,,,,,,
,,,,,13486,4.0,4,,,,,,
,,,,,13491,5.0,5,,,,,,
,,,,,13496,5.0,5,,,,,,
,,,,,13501,5.0,5,,,,,,
,,,,,13507,6.0,6,,,,,,
,,,,,13510,3.0,3,,,,,,
,,,,,13515,5.0,5,,,,,,
,,,,,13519,4.0,4,,,,,,
,,,,,13527,8.0,8,,,,,,
,,,,,13542,15.0,15,,,,,,
,,,,,13551,9.0,9,,,,,,
,,,,,13555,4.0,4,,,,,,
,,,,,13568,13.0,13,,,,,,
,,,,,13577,9.0,9,,,,,,
,,,,,13581,4.0,4,,,,,,
,,,,,13590,9.0,9,,,,,,
,,,,,13595,5.0,5,,,,,,
,,,,,13599,4.0,4,,,,,,
,,,,,13604,5.0,5,,,,,,
,,,,,13608,4.0,4,,,,,,
,,,,,13620,12.0,12,,,,,,
,,,,,13629,9.0,9,,,,,,
,,,,,13639,10.0,10,,,,,,
,,,,,13644,5.0,5,,,,,,
,,,,,13650,6.0,6,,,,,,
,,,,,13660,10.0,10,,,,,,
,,,,,13664,4.0,4,,,,,,
,,,,,13669,5.0,5,,,,,,
,,,,,13677,8.0,8,,,,,,
,,,,,13681,4.0,4,,,,,,
,,,,,13688,7.0,7,,,,,,
,,,,,13694,6.0,6,,,,,,
,,,,,13699,5.0,5,,,,,,
,,,,,13705,6.0,6,,,,,,
,,,,,13712,7.0,7,,,,,,
,,,,,13716,4.0,4,,,,,,
,,,,,13722,6.0,6,,,,,,
,,,,,13730,8.0,8,,,,,,
,,,,,13734,4.0,4,,,,,,
,,,,,13758,24.0,24,,,,,,
,,,,,13765,7.0,7,,,,,,
,,,,,13772,7.0,7,,,,,,
,,,,,13779,7.0,7,,,,,,
,,,,,13783,4.0,4,,,,,,
,,,,,13790,7.0,7,,,,,,
,,,,,13793,3.0,3,,,,,,
,,,,,13797,4.0,4,,,,,,
,,,,,13803,6.0,6,,,,,,
,,,,,13809,6.0,6,,,,,,
,,,,,13821,12.0,12,,,,,,
,,,,,13833,12.0,12,,,,,,
,,,,,13850,17.0,17,,,,,,
,,,,,13875,25.0,25,,,,,,
,,,,,13878,3.0,3,,,,,,
,,,,,13881,3.0,3,,,,,,
,,,,,13885,4.0,4,,,,,,
,,,,,13896,11.0,11,,,,,,
,,,,,13905,9.0,9,,,,,,
,,,,,13908,3.0,3,,,,,,
,,,,,13913,5.0,5,,,,,,
,,,,,13917,4.0,4,,,,,,
,,,,,13924,7.0,7,,,,,,
,,,,,13930,6.0,6,,,,,,
,,,,,13933,3.0,3,,,,,,
,,,,,13936,3.0,3,,,,,,
,,,,,13941,5.0,5,,,,,,
,,,,,13949,8.0,8,,,,,,
,,,,,13953,4.0,4,,,,,,
,,,,,13956,3.0,3,,,,,,
,,,,,13963,7.0,7,,,,,,
,,,,,13966,3.0,3,,,,,,
,,,,,13970,4.0,4,,,,,,
,,,,,13979,9.0,9,,,,,,
,,,,,13984,5.0,5,,,,,,
,,,,,13987,3.0,3,,,,,,
,,,,,13991,4.0,4,,,,,,
,,,,,13994,3.0,3,,,,,,
,,,,,14000,,,2.095144271850586,4.838110446929932,4.960282325744629,0.0003,0.0003,0.1
,,,,,14003,9.0,9,,,,,,
,,,,,14009,6.0,6,,,,,,
,,,,,14016,7.0,7,,,,,,
,,,,,14022,6.0,6,,,,,,
,,,,,14025,3.0,3,,,,,,
,,,,,14037,12.0,12,,,,,,
,,,,,14040,3.0,3,,,,,,
,,,,,14047,7.0,7,,,,,,
,,,,,14063,16.0,16,,,,,,
,,,,,14068,5.0,5,,,,,,
,,,,,14074,6.0,6,,,,,,
,,,,,14078,4.0,4,,,,,,
,,,,,14088,10.0,10,,,,,,
,,,,,14097,9.0,9,,,,,,
,,,,,14104,7.0,7,,,,,,
,,,,,14109,5.0,5,,,,,,
,,,,,14113,4.0,4,,,,,,
,,,,,14119,6.0,6,,,,,,
,,,,,14122,3.0,3,,,,,,
,,,,,14129,7.0,7,,,,,,
,,,,,14134,5.0,5,,,,,,
,,,,,14137,3.0,3,,,,,,
,,,,,14141,4.0,4,,,,,,
,,,,,14144,3.0,3,,,,,,
,,,,,14150,6.0,6,,,,,,
,,,,,14155,5.0,5,,,,,,
,,,,,14167,12.0,12,,,,,,
,,,,,14191,24.0,24,,,,,,
,,,,,14204,13.0,13,,,,,,
,,,,,14207,3.0,3,,,,,,
,,,,,14210,3.0,3,,,,,,
,,,,,14213,3.0,3,,,,,,
,,,,,14216,3.0,3,,,,,,
,,,,,14220,4.0,4,,,,,,
,,,,,14232,12.0,12,,,,,,
,,,,,14240,8.0,8,,,,,,
,,,,,14244,4.0,4,,,,,,
